feature_name,Supergroup,MapSymbol,X,Y,Z,coord,val,strike,dip,gx,gy,gz,intrusion_contact_type,intrusion_side,intrusion_anisotropy,,,
Sill_a2,Pff,Pln-Pff,519356.572,5256885.127,381,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,519694.659,5254929.104,176,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,520439.03,5256309.867,126,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,520992.677,5253085.325,225,,,,,,,,fault,,,,,
Sill_a2,Puc,Puo-Puc,521170.232,5253448.582,248,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,521467.788,5253568.082,241,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,522120.126,5252626.074,288,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pln,Pln-Pff,522383.364,5253164.013,222,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,522623.893,5253325.825,131,,,,,,,,lateral,TRUE,,,,
Sill_a2_frame,,,516780.5701,5253689.406,1249,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,513505,5257041,496,1,,142.8,,-0.6,0.8,0,,,,,,
Sill_a2_frame,,,519413,5255144,334,1,,293.8,,-0.91,0.4,0,,,,,,
Sill_a2_frame,,,516563,5242900,219,1,,104.1,,-0.97,0.24,0,,,,,,
Sill_a2_frame,,,528023,5247416,346,1,,174.5,,-0.1,1,0,,,,,,
Sill_a2_frame,,,525517,5247416,48,1,,262.9,,0.99,0.12,0,,,,,,
Sill_a2_frame,,,519592,5245707,483,1,0,306.7,,,,,,,,,,
Sill_a2_frame,,,519592,5245707,483,1,,306.7,,-0.8,0.6,0,,,,,,
Sill_a2_frame,,,521298.1182,5248633.248,438,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,517561.9824,5255989.62,592,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,515884.6857,5259168.891,353,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,523517.4942,5244373.801,100,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,520370.6573,5250411.6,635,2,0,,,,,,,,,,,
Sill_a2_frame,,,518917.08,5253497.368,521,2,0,,,,,,,,,,,
Sill_a2_frame,,,516706.116,5257681.193,385,2,0,,,,,,,,,,,
Sill_a2_frame,,,522140.869,5244780.576,165,2,0,,,,,,,,,,,
Sill_a3,n/a,n/a,531929.654,5259755.854,218,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532517.341,5259020.342,202,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532622.967,5258962.341,210,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532731.03,5258829.339,166,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,533834.478,5258482.34,90,,,,,,,,unknown,,,,,
Sill_a3,Pch,Pch,533849.668,5258700.341,149,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pch,Pch,533985.607,5258878.844,169,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pch,Pch,534010.792,5258503.841,80,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,n/a,n/a,534162.175,5259325.351,105,,,,,,,,fault,,,,,
Sill_a3,n/a,n/a,534167.737,5259249.85,109,,,,,,,,fault,,,,,
Sill_a3,n/a,n/a,534569.359,5258523.346,99,,,,,,,,unknown,,,,,
Sill_a3,Rqp,Rqp,534677.748,5259952.86,104,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Rqp,Rqp,534703.996,5259685.357,76,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Rqp,Rqp,534716.623,5259838.859,100,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Rqp,Rqp,534778.429,5259104.352,65,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Rqp,Rqp,534851.306,5259279.854,60,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,n/a,n/a,535636.796,5254543.279,140,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535679.994,5254087.273,152,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535690.051,5254357.776,131,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535702.864,5254325.776,138,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535721.688,5253804.768,138,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535721.939,5253764.268,138,,,,,,,,lateral,,,,,
Sill_a3,n/a,n/a,535864.326,5252630.767,76,,,,,,,,lateral,,,,,
Sill_a3,Pua,Pua,537489.109,5254246.255,275,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pua,Pua,538141.316,5251814.203,171,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pua,Pua,538266.253,5251546.705,223,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pua,Pua,538287.936,5251134.211,229,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Puo,Puo-Puc,538527.629,5247796.266,32,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a3,Puo,Puo-Puc,538786.067,5247618.764,92,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a3,Puo,Puo-Puc,538811.248,5246558.763,56,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a3,Puo,Puo-Puc,539008.877,5246896.763,82,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a3_frame,,,528647,5254644,4,1,,100.5,,-0.98,0.18,0,,,,,,
Sill_a3_frame,,,528779,5252940,5,1,,100.9,,-0.98,0.19,0,,,,,,
Sill_a3_frame,,,532980,5251400,4,1,,168.2,,-0.2,0.98,0,,,,,,
Sill_a3_frame,,,533427,5248162,0,1,0,188.7,,,,,,,,,,
Sill_a3_frame,,,533427,5248162,0,1,,188.7,,0.15,0.99,0,,,,,,
Sill_a3_frame,,,523143,5261081,8,1,,318.7,,-0.66,0.75,0,,,,,,
Sill_a3_frame,,,539124.0352,5249320.216,0,2,0,,,,,,,,,,,
Sill_a3_frame,,,537699.1918,5252275.726,229,2,0,,,,,,,,,,,
Sill_a3_frame,,,536973.5421,5253757.261,242,2,0,,,,,,,,,,,
Sill_a3_frame,,,536323.4808,5255223.679,268,2,0,,,,,,,,,,,
Sill_a3_frame,,,535643.1842,5256584.272,153,2,0,,,,,,,,,,,
Sill_a3_frame,,,534584.945,5258670.515,93,2,0,,,,,,,,,,,
Sill_a3_frame,,,533934.8838,5260015.99,160,2,0,,,,,,,,,,,
Sill_a3_frame,,,532211.4657,5263568.65,164,2,0,,,,,,,,,,,
Sill_a3_frame,,,539124.0352,5249320.216,0,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,537699.1918,5252275.726,229,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,536973.5421,5253757.261,242,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,536323.4808,5255223.679,268,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,535643.1842,5256584.272,153,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,534584.945,5258670.515,93,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,533934.8838,5260015.99,160,2,,,,0.94,0.29,0,,,,,,
Sill_a3_frame,,,532211.4657,5263568.65,164,2,,,,0.94,0.29,0,,,,,,
Sill_a4,Puo,Puo-Puc,538527.629,5247796.266,32,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a4,Puo,Puo-Puc,538786.067,5247618.764,92,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a4,Puo,Puo-Puc,538811.248,5246558.763,56,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a4,Puo,Puo-Puc,539008.877,5246896.763,82,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a4,n/a,n/a,530928.995,5257421.827,173,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531010.628,5258127.334,136,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531301.747,5255809.804,80,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531355.823,5258510.337,260,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531405.824,5258577.337,279,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531476.69,5257349.324,310,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531515.438,5256419.813,120,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531526.125,5255693.803,88,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531541.253,5257339.824,293,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531658.265,5258654.337,293,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531676.815,5255714.805,70,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,531929.654,5259755.854,218,,,,,,,,step,,,,,
Sill_a4,n/a,n/a,532381.401,5258912.34,197,,,,,,,,step,,,,,
Sill_a4,Rv,Rv,525614.831,5260168.831,48,,,,,,,,step,,Tasmanian Basin,,,
Sill_a4,Rv,Rv,525714.143,5260174.831,50,,,,,,,,step,,Tasmanian Basin,,,
Sill_a4,synthetic point,synthetic point,525191.9451,5261587.041,440,,,,,,,,roof,,,,,
Sill_a4_frame,,,528647,5254644,4,1,,100.5,,-0.98,0.18,0,,,,,,
Sill_a4_frame,,,528779,5252940,5,1,,100.9,,-0.98,0.19,0,,,,,,
Sill_a4_frame,,,532980,5251400,4,1,,168.2,,-0.2,0.98,0,,,,,,
Sill_a4_frame,,,533427,5248162,0,1,0,188.7,,,,,,,,,,
Sill_a4_frame,,,533427,5248162,0,1,,188.7,,0.15,0.99,0,,,,,,
Sill_a4_frame,,,523143,5261081,8,1,,318.7,,-0.66,0.75,0,,,,,,
Sill_a4_frame,,,527575.3703,5262398.918,282,2,0,,,,,,,,,,,
Sill_a4_frame,,,528542.9032,5260907.305,42,2,0,,,,,,,,,,,
Sill_a4_frame,,,530195.772,5258448.158,143,2,0,,,,,,,,,,,
Sill_a4_frame,,,533461.1958,5253731.435,184,2,0,,,,,,,,,,,
Sill_a4_frame,,,535960.656,5250062.873,10,2,0,,,,,,,,,,,
Sill_a4_frame,,,538016.6635,5246878.077,27,2,0,,,,,,,,,,,
Sill_a4_frame,,,527575.3703,5262398.918,282,2,,,,0.85,0.49,0,,,,,,
Sill_a4_frame,,,528542.9032,5260907.305,42,2,,,,0.85,0.49,0,,,,,,
Sill_a4_frame,,,530195.772,5258448.158,143,2,,,,0.85,0.49,0,,,,,,
Sill_a4_frame,,,533461.1958,5253731.435,184,2,,,,0.85,0.49,0,,,,,,
Sill_a4_frame,,,535960.656,5250062.873,10,2,,,,0.85,0.49,0,,,,,,
Sill_a4_frame,,,538016.6635,5246878.077,27,2,,,,0.85,0.49,0,,,,,,
Sill_a4b_frame,,,522891.4021,5263437,4,2,0,,,,,,,,,,,
Sill_a4b_frame,,,524786.1541,5259768.438,0,2,0,,,,,,,,,,,
Sill_a4b_frame,,,526680.9062,5255978.934,2,2,0,,,,,,,,,,,
Sill_a4b_frame,,,528696.5999,5252068.488,0,2,0,,,,,,,,,,,
Sill_a4b_frame,,,530833.2352,5247875.845,0,2,0,,,,,,,,,,,
Sill_a4b_frame,,,532969.8705,5244005.713,0,2,0,,,,,,,,,,,
Sill_a4b_frame,,,522891.4021,5263437,4,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,524786.1541,5259768.438,0,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,526680.9062,5255978.934,2,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,528696.5999,5252068.488,0,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,530833.2352,5247875.845,0,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,532969.8705,5244005.713,0,2,,,,0.94,0.29,0,,,,,,
Sill_a4b_frame,,,528647,5254644,4,1,,100.5,,-0.98,0.18,0,,,,,,
Sill_a4b_frame,,,528779,5252940,5,1,,100.9,,-0.98,0.19,0,,,,,,
Sill_a4b_frame,,,532980,5251400,4,1,,168.2,,-0.2,0.98,0,,,,,,
Sill_a4b_frame,,,533427,5248162,0,1,0,188.7,,,,,,,,,,
Sill_a4b_frame,,,533427,5248162,0,1,,188.7,,0.15,0.99,0,,,,,,
Sill_a4b_frame,,,523143,5261081,8,1,,318.7,,-0.66,0.75,0,,,,,,
Sill_a4b_frame,,,513505,5257041,496,1,,142.8,,-0.6,0.8,0,,,,,,
Sill_a4b_frame,,,519413,5255144,334,1,,293.8,,-0.91,0.4,0,,,,,,
Sill_a4b_frame,,,516563,5242900,219,1,,104.1,,-0.97,0.24,0,,,,,,
Sill_a4b_frame,,,528023,5247416,346,1,,174.5,,-0.1,1,0,,,,,,
Sill_a4b_frame,,,525517,5247416,48,1,,262.9,,0.99,0.12,0,,,,,,
Sill_a4b_frame,,,519592,5245707,483,1,0,306.7,,,,,,,,,,
Sill_a4b_frame,,,519592,5245707,483,1,,306.7,,-0.8,0.6,0,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,523382.564,5265935.451,31,,600,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,519776.466,5247155.062,576,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,513554.543,5257779.303,400,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,514629.929,5266094.867,230,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,538595.815,5250860.949,126,,100,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,526424.636,5240338.532,63,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533199.709,5256546.075,147,,200,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,529671.801,5265997.146,239,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,521870.624,5254048.867,202,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,523383.627,5266918.692,55,,600,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,538534.119,5246153.515,159,,200,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,529736.525,5262854.125,168,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,513034.606,5265838.169,159,,200,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,516143.987,5264600.157,484,,400,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,523083.872,5266730.016,28,,600,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,516484.833,5265933.834,261,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,524079.411,5243726.579,76,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,517616.953,5259765.564,290,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533426.672,5257807.489,176,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,538569.356,5251143.437,153,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,520166.217,5252431.654,415,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,518902.97,5258856.38,236,,-100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,517429.527,5263019.167,281,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,528157.651,5257480.097,68,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,521841.052,5254182.719,202,,0,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,537113.128,5253361.817,164,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,538927.331,5246860.194,96,,100,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,520438.953,5264671.853,41,,600,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,538530.446,5251222.814,144,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,521174.186,5251526.362,480,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,530048.729,5265466.14,176,,300,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,523017.171,5267532.287,53,,600,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,513034.045,5243430.968,400,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527944.837,5243764.571,47,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,532560.148,5258331.086,149,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,531006.094,5261195.62,304,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,534979.729,5249103.543,38,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533118.527,5257789.854,158,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527764.877,5243052.558,38,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,519112.664,5258181.138,347,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,520801.37,5241094.86,275,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,518894.467,5258896.772,246,,-100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,516764.808,5265776.659,256,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,521254.674,5243911.185,172,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,530264.281,5262654.126,290,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,519126.671,5258681.524,348,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,517493.245,5263206.165,272,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,514442.264,5257993.591,297,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,521229.875,5251456.054,462,,200,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,513001.514,5263041.66,355,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,519669.809,5252838.073,464,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,517370.781,5262298.674,250,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,520698.646,5257837.949,95,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,519860.496,5247060.562,580,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,519084.648,5258212.266,348,,0,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,515665.603,5258125.107,328,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,522855.6,5267345.206,30,,600,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rcq-Rqp,512258.12,5258938.494,263,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,521842.453,5248184.216,397,,200,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,525705.937,5266619.999,164,,600,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,532146.226,5261012.122,131,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,538399.707,5247789.372,16,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,520905.649,5257766.355,88,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,520151.685,5251707.984,691,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,534059.469,5257184.587,143,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527169.475,5259895.097,10,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,521001.991,5250684.559,430,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,520935.221,5240403.813,270,,0,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,524969.777,5241454.541,54,,400,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,514064.202,5262413.161,313,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533414.287,5258504.091,112,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,521001.939,5252042.568,464,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,518824.533,5244388.809,373,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,528452.725,5256205.737,62,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pln-Pff,522222.373,5253032.531,253,,0,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,520582.126,5251644.151,610,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,532759.333,5258185.014,166,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527252.414,5259888.598,10,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,518519.477,5244256.514,360,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,520973.01,5250898.643,449,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,522391.617,5254087.925,127,,-100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533352.772,5256212.573,150,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533084.77,5256648.575,137,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527472.279,5257771.095,38,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,519151.704,5258898.898,284,,-100,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,519712.277,5246764.562,567,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,519666.757,5252801.637,461,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,530595.463,5260517.617,247,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,538485.047,5250022.983,94,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,517470.62,5264781.157,275,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,532787.4,5258118.085,152,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,520564.012,5250938.538,597,,300,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,529973.902,5262470.624,181,,300,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,519264.378,5258250.49,297,,-100,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,527799.619,5262000.112,169,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Plo-Pln,519256.937,5258129.313,281,,-100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,533536.584,5255247.565,123,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Puo/Pud-Pum,521044.17,5245684.326,260,,100,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,527315.415,5259910.099,14,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,524760.477,5241797.049,46,,300,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rcq/Rqp - Rqm,524033.895,5263582.581,73,,500,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Pch-Rqp,513850.826,5263113.16,354,,400,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,538076.231,5243446.483,50,,200,,,,,,,,,,,
Tasmanian Basin,Lower/Upper Parmeener Group,Pua-Pch/Rcq,527127.339,5241893.54,34,,300,,,,,,,,,,,
Tasmanian Basin,Upper Parmeener Supergroup,Rqm-Rv,525269.059,5264918.194,145,,600,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,520455.103,5252431.654,447,,200,,,,,,,,,,,
Tasmanian Basin,Lower Parmeener Group,Pur-Pua,519978.615,5252736.899,420,,200,,,,,,,,,,,
